Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
13-Dec-2013,11483.85,11534.35,11349.85,11366.9,29829668,1969.37
16-Dec-2013,11347.2,11440.85,11309.7,11372.95,25578216,1514.12
17-Dec-2013,11412.7,11418.1,11178.0,11208.65,25523667,1544.3
18-Dec-2013,11129.65,11572.3,11117.45,11357.9,49401030,2882.21
19-Dec-2013,11505.55,11505.55,11040.15,11087.45,32128379,1916.58
20-Dec-2013,11117.7,11318.55,11074.55,11292.35,24691469,1454.13
23-Dec-2013,11258.65,11453.45,11258.65,11378.5,27366479,1401.45
24-Dec-2013,11399.15,11405.0,11287.3,11330.65,23579514,1242.15
26-Dec-2013,11335.8,11426.45,11317.45,11385.75,30304289,1760.13
27-Dec-2013,11409.25,11514.45,11409.25,11459.7,21147938,1121.75
30-Dec-2013,11532.6,11552.4,11355.05,11376.0,18523308,1026.23
31-Dec-2013,11410.25,11427.85,11316.55,11385.25,16678888,892.38
01-Jan-2014,11418.9,11432.55,11361.0,11385.6,12087962,620.02
02-Jan-2014,11383.8,11578.9,11150.2,11183.2,39939709,2100.25
03-Jan-2014,11098.25,11208.0,11052.6,11181.65,28242636,1619.39
06-Jan-2014,11174.35,11174.35,10996.95,11049.05,20454821,1284.43
07-Jan-2014,11097.8,11154.1,10892.15,11036.75,30270290,1849.91
08-Jan-2014,11071.75,11122.75,10988.8,11053.7,33422331,1781.54
09-Jan-2014,11068.9,11090.25,10925.15,10970.45,29447231,1873.82
10-Jan-2014,10969.35,11056.9,10788.2,10805.3,35861244,2145.93
13-Jan-2014,10814.65,11070.2,10814.65,11021.6,26061661,1477.92
14-Jan-2014,10989.15,11065.65,10922.6,10948.9,21566170,1291.61
15-Jan-2014,11000.2,11164.1,10986.1,11125.4,35896833,1927.86
16-Jan-2014,11187.35,11192.8,11070.0,11092.55,22843262,1364.02
17-Jan-2014,11080.1,11081.95,10893.75,10911.35,30586938,1967.21
20-Jan-2014,10909.9,11022.45,10876.25,11007.5,17586613,1069.59
21-Jan-2014,11067.05,11190.1,11036.4,11171.5,22364823,1414.81
22-Jan-2014,11164.25,11248.35,11094.8,11207.35,21618052,1321.78
23-Jan-2014,11183.75,11221.1,11122.35,11199.0,21112012,1237.21
24-Jan-2014,11063.2,11132.7,10972.1,10982.4,26145529,1549.93
27-Jan-2014,10802.3,10802.3,10520.9,10540.4,37240325,2121.79
28-Jan-2014,10541.5,10708.0,10333.4,10507.6,46674753,2408.77
29-Jan-2014,10609.9,10644.2,10406.95,10437.75,27896577,1707.77
30-Jan-2014,10287.85,10314.25,10101.2,10153.15,47851105,2211.33
31-Jan-2014,10193.55,10266.45,10130.3,10237.75,44121844,1829.27
03-Feb-2014,10205.45,10222.65,10089.25,10102.1,30407535,1439.62
04-Feb-2014,9983.65,10222.1,9944.0,10191.2,35509598,1636.98
05-Feb-2014,10215.65,10254.05,10112.5,10231.65,27701842,1356.39
06-Feb-2014,10257.1,10321.5,10107.8,10205.2,34755087,1854.4
07-Feb-2014,10311.95,10321.1,10180.85,10263.2,23139510,1274.6
10-Feb-2014,10287.35,10310.3,10187.8,10213.9,17969925,891.89
11-Feb-2014,10242.1,10296.8,10200.6,10245.45,15230792,803.65
12-Feb-2014,10307.6,10395.15,10307.6,10348.8,24104934,1369.18
13-Feb-2014,10360.7,10386.65,10113.8,10135.7,25803512,1343.57
14-Feb-2014,10169.0,10229.45,10064.75,10203.75,28283283,1721.8
17-Feb-2014,10217.15,10358.0,10205.8,10326.55,19999024,1071.71
18-Feb-2014,10324.35,10618.85,10296.25,10575.2,26093289,1465.32
19-Feb-2014,10548.35,10630.15,10520.3,10609.6,20190914,1072.72
20-Feb-2014,10515.3,10525.7,10419.1,10428.3,24221257,1196.18
21-Feb-2014,10429.3,10584.75,10429.3,10554.35,16427772,904.42
24-Feb-2014,10508.95,10711.65,10471.45,10683.5,21312164,1204.36
25-Feb-2014,10742.15,10768.95,10611.75,10666.75,19064654,1136.04
26-Feb-2014,10659.2,10758.65,10659.2,10730.4,20144486,1373.59
28-Feb-2014,10793.6,10793.6,10688.95,10764.7,23184235,1313.69
03-Mar-2014,10705.45,10836.2,10613.0,10651.95,24141977,1415.44
04-Mar-2014,10661.4,10936.75,10661.4,10929.05,36108273,1849.79
05-Mar-2014,10987.6,11122.55,10899.4,11098.8,46407057,2401.59
06-Mar-2014,11147.6,11303.2,11117.25,11278.35,37215879,2076.41
07-Mar-2014,11357.9,11947.5,11332.6,11884.75,70896451,4513.2
10-Mar-2014,11784.55,12157.9,11784.55,12108.1,60334008,4031.26
11-Mar-2014,12132.0,12285.45,11994.85,12043.15,55513776,3456.4
12-Mar-2014,11997.85,12142.9,11887.75,12024.1,33138239,2045.63
13-Mar-2014,12062.35,12308.7,12062.35,12141.45,34350461,2227.7
14-Mar-2014,11984.5,12090.05,11867.15,12055.85,34689267,2162.38
18-Mar-2014,12093.2,12268.75,12052.35,12114.85,38152081,2260.01
19-Mar-2014,12190.85,12256.45,12132.4,12186.55,33279656,2145.38
20-Mar-2014,12160.65,12160.65,11989.95,12017.25,22772243,1584.34
21-Mar-2014,12083.45,12123.15,12043.4,12092.35,33487353,3134.32
22-Mar-2014,12111.85,12111.85,12061.65,12075.8,1617161,114.54
24-Mar-2014,12134.65,12423.0,12134.65,12408.15,30968785,2191.53
25-Mar-2014,12403.65,12523.7,12394.3,12450.0,24970542,1709.99
26-Mar-2014,12529.45,12570.6,12469.15,12518.35,36244903,2252.97
27-Mar-2014,12560.9,12767.5,12513.1,12604.95,55372139,4091.96
28-Mar-2014,12693.25,12787.5,12633.3,12754.7,40065910,2514.98
31-Mar-2014,12855.5,12869.35,12660.05,12742.05,38117571,2365.44
01-Apr-2014,12806.15,12806.15,12509.95,12588.5,34822334,2441.1
02-Apr-2014,12674.35,12740.15,12542.35,12715.3,38599263,2411.7
03-Apr-2014,12749.85,12754.75,12518.0,12563.85,35361526,2290.98
04-Apr-2014,12523.3,12656.5,12430.85,12551.7,29591726,1992.31
07-Apr-2014,12562.35,12615.35,12439.55,12506.45,27570018,1989.49
09-Apr-2014,12593.15,12957.55,12548.45,12937.4,40087907,2747.74
10-Apr-2014,12937.4,13055.6,12881.2,12949.4,38376381,2705.63
11-Apr-2014,12822.25,12934.9,12777.95,12840.2,24950117,1765.78
15-Apr-2014,12830.5,12831.6,12537.7,12579.9,27141605,1661.47
16-Apr-2014,12557.4,12727.05,12514.75,12563.15,30570767,1747.33
17-Apr-2014,12564.55,12819.1,12514.8,12787.25,32613346,2056.63
21-Apr-2014,12845.3,13002.75,12838.85,12958.5,30119863,1951.95
22-Apr-2014,12989.55,13040.15,12913.9,12987.1,24792710,1634.0
23-Apr-2014,12961.35,13176.05,12957.9,13122.1,49608481,3134.13
25-Apr-2014,13134.5,13268.6,12968.8,13034.5,40059121,2817.93
28-Apr-2014,13038.95,13116.0,12927.75,13081.55,29680628,1975.27
29-Apr-2014,13107.55,13124.3,12897.35,12910.55,28067630,1717.78
30-Apr-2014,12946.1,13100.75,12738.6,12855.85,41073880,2411.32
02-May-2014,12920.35,12995.6,12818.85,12842.0,19439904,1347.7
05-May-2014,12841.4,12981.6,12773.05,12880.65,32996950,1875.15
06-May-2014,12961.5,13012.55,12917.15,12966.05,24624097,1315.47
07-May-2014,12944.9,13017.0,12877.75,12938.2,25758927,1991.59
08-May-2014,12982.75,13095.5,12952.5,13037.4,23548844,1717.1
09-May-2014,13023.4,13814.25,13017.9,13750.5,50618692,3634.09
12-May-2014,13801.0,14152.45,13801.0,14085.05,44359640,3218.24
13-May-2014,14269.25,14367.75,14105.65,14165.55,62513365,4300.87
14-May-2014,14124.55,14320.75,14063.6,14207.1,55148350,3619.28
15-May-2014,14186.1,14301.3,14159.1,14236.55,55346268,3369.08
16-May-2014,14675.6,15742.05,14468.1,14853.0,103892859,8187.39
19-May-2014,15032.0,15305.65,15032.0,15222.15,57768093,4471.61
20-May-2014,15351.65,15362.55,15087.7,15111.2,46750328,2988.83
21-May-2014,15126.6,15126.6,14857.5,14952.1,36914763,2547.13
22-May-2014,15009.9,15204.45,14938.25,15055.55,37475269,2396.99
23-May-2014,15091.7,15321.25,14972.6,15285.5,53883369,4956.42
26-May-2014,15431.95,15568.05,14969.25,15175.9,52767590,4333.78
27-May-2014,15141.5,15158.4,14934.95,15084.0,30637314,2242.04
28-May-2014,15075.6,15198.35,15032.45,15173.35,26975575,2296.6
29-May-2014,15169.25,15254.5,15007.5,15030.3,44813466,3879.53
30-May-2014,15093.1,15108.8,14709.3,14793.4,43255344,3338.94
02-Jun-2014,14786.45,15321.8,14770.0,15287.25,33470475,2493.04
03-Jun-2014,15335.85,15414.05,15148.5,15257.5,36314744,2945.73
04-Jun-2014,15221.3,15396.9,15171.15,15333.4,32577215,2180.57
05-Jun-2014,15250.6,15337.15,15152.4,15282.15,34685137,2572.96
06-Jun-2014,15405.75,15576.05,15320.75,15543.15,39719688,2868.05
09-Jun-2014,15625.4,15725.8,15522.85,15567.4,41916584,2849.94
10-Jun-2014,15585.4,15585.4,15337.85,15427.8,30467964,2067.35
11-Jun-2014,15436.05,15660.05,15367.6,15450.55,40211297,2697.48
12-Jun-2014,15456.25,15518.75,15293.4,15464.85,26800324,2004.99
13-Jun-2014,15506.75,15599.75,15083.9,15106.9,33036708,2463.14
16-Jun-2014,15055.2,15091.3,14858.9,15030.0,32728056,2179.09
17-Jun-2014,14982.35,15393.75,14933.25,15373.2,36260412,2535.96
18-Jun-2014,15369.5,15461.55,15128.45,15220.4,36076242,2643.63
19-Jun-2014,15282.05,15332.75,14976.15,15067.4,26241549,2065.96
20-Jun-2014,15064.45,15195.55,14978.5,14997.65,21875260,1767.12
23-Jun-2014,15014.2,15148.0,14940.35,15076.35,25013855,1866.97
24-Jun-2014,15142.35,15341.95,15142.35,15309.5,29137817,2051.34
25-Jun-2014,15320.95,15320.95,15221.15,15237.85,23370497,1770.43
26-Jun-2014,15247.1,15333.25,15020.65,15050.0,37291657,2560.05
27-Jun-2014,15092.25,15117.15,14946.85,14992.35,20185412,1549.65
30-Jun-2014,15059.1,15329.95,15059.1,15241.9,29758891,1994.58
01-Jul-2014,15288.8,15365.65,15261.15,15321.35,24831205,1804.17
02-Jul-2014,15464.55,15519.3,15414.85,15490.35,23653021,1828.25
03-Jul-2014,15512.75,15554.7,15431.5,15451.65,22303318,1728.32
04-Jul-2014,15458.75,15582.65,15305.0,15556.15,20780659,1590.5
07-Jul-2014,15589.5,15592.8,15349.2,15367.6,33216870,2719.59
08-Jul-2014,15437.4,15437.4,14889.35,14997.5,26417330,1945.1
09-Jul-2014,15008.25,15093.45,14827.1,14931.1,30659706,2176.79
10-Jul-2014,14940.0,15371.05,14621.95,14821.7,48099687,3586.14
11-Jul-2014,14796.9,14918.85,14406.65,14447.2,33016401,2377.09
14-Jul-2014,14508.1,14561.75,14338.65,14489.75,28201476,1918.46
15-Jul-2014,14601.85,14919.55,14601.85,14891.9,32855355,2219.22
16-Jul-2014,15033.95,15299.8,15006.45,15265.45,39301894,2835.13
17-Jul-2014,15258.95,15301.95,15156.0,15269.05,26113242,1915.1
18-Jul-2014,15169.0,15463.15,15089.3,15389.35,30493093,2309.91
21-Jul-2014,15510.0,15554.9,15355.35,15385.95,26138730,1936.22
22-Jul-2014,15440.35,15473.35,15306.35,15427.35,21711499,1588.65
23-Jul-2014,15513.45,15626.9,15398.7,15463.0,31130839,2564.92
24-Jul-2014,15471.35,15559.1,15410.2,15534.35,28219094,2103.29
25-Jul-2014,15494.85,15571.9,15272.45,15322.25,27779539,2004.06
28-Jul-2014,15399.5,15403.9,15162.05,15212.15,22721782,1518.82
30-Jul-2014,15256.2,15470.6,15184.65,15452.4,29165299,2114.15
31-Jul-2014,15447.9,15499.5,15233.0,15267.6,39207840,2521.59
01-Aug-2014,15137.6,15417.25,15096.1,15127.8,36343480,2552.56
04-Aug-2014,15242.25,15326.15,15128.1,15242.35,22936170,1608.97
05-Aug-2014,15283.6,15343.5,15105.9,15293.25,27423613,1914.14
06-Aug-2014,15209.05,15239.35,14983.5,15008.65,21257923,1447.41
07-Aug-2014,15004.85,15135.1,14956.85,14986.85,21979231,1474.36
08-Aug-2014,14831.75,14858.95,14709.1,14765.75,27150257,2111.53
11-Aug-2014,14858.75,14896.9,14807.0,14846.8,20923637,1353.04
12-Aug-2014,14943.8,15078.1,14850.15,15056.7,19702406,1355.69
13-Aug-2014,15007.25,15078.35,14843.8,14910.9,27185856,1891.94
14-Aug-2014,14954.2,15144.75,14940.3,15089.65,24745845,1721.61
18-Aug-2014,15099.7,15465.05,15068.35,15439.75,28413852,1934.99
19-Aug-2014,15507.05,15624.35,15469.85,15524.65,31942362,2176.22
20-Aug-2014,15566.75,15566.75,15448.9,15481.7,19905172,1527.02
21-Aug-2014,15475.5,15721.95,15462.5,15662.2,34520563,2517.99
22-Aug-2014,15699.05,15865.3,15696.3,15819.15,32028572,2380.35
25-Aug-2014,15817.55,15973.35,15625.45,15669.0,22469543,1776.03
26-Aug-2014,15530.65,15674.55,15503.4,15624.1,21077883,1476.42
27-Aug-2014,15745.6,15758.85,15669.05,15717.65,18352395,1415.7
28-Aug-2014,15758.05,15794.6,15688.15,15740.4,27074422,2024.19
01-Sep-2014,15790.25,16060.2,15790.25,16012.8,23685389,1701.46
02-Sep-2014,16049.75,16170.85,16047.3,16130.55,26315789,1932.56
03-Sep-2014,16208.55,16208.55,16048.1,16110.0,30657042,1996.3
04-Sep-2014,16102.9,16114.75,15926.65,16033.55,21703976,1592.89
05-Sep-2014,16030.45,16111.0,15891.75,15982.5,21486911,1577.88
08-Sep-2014,16084.2,16222.55,16049.25,16206.7,20521106,1495.61
09-Sep-2014,16171.8,16199.1,16085.7,16156.75,17489600,1347.17
10-Sep-2014,16173.5,16190.5,16053.9,16151.75,20602012,1644.66
11-Sep-2014,16197.3,16309.7,16166.85,16204.15,30041684,1846.93
12-Sep-2014,16208.0,16278.65,16145.7,16254.15,22583271,1553.99
15-Sep-2014,16158.65,16239.7,16106.05,16167.55,27061568,1801.37
16-Sep-2014,16160.7,16169.6,15814.65,15844.1,28607396,1759.9
17-Sep-2014,15926.85,15937.3,15799.7,15838.6,22263757,1561.99
18-Sep-2014,15778.75,16173.8,15770.8,16156.85,21551813,1641.85
19-Sep-2014,16197.5,16197.5,16064.6,16152.15,23901299,1648.14
22-Sep-2014,16052.55,16272.35,16021.15,16194.55,19099454,1412.1
23-Sep-2014,16194.4,16240.55,15894.55,15902.85,23894197,1833.52
24-Sep-2014,15883.45,15954.45,15625.85,15740.3,26015651,2001.75
25-Sep-2014,15690.5,15734.1,15213.35,15299.05,41715540,3148.15
26-Sep-2014,15262.9,15666.4,15168.4,15607.25,37253894,2679.3
29-Sep-2014,15636.45,15636.45,15420.8,15473.55,20414879,1381.41
30-Sep-2014,15441.35,15596.1,15336.7,15392.25,28367263,1913.24
01-Oct-2014,15370.7,15377.6,15270.95,15316.2,20668460,1323.06
07-Oct-2014,15214.25,15344.6,15157.7,15180.25,20601315,1574.35
08-Oct-2014,15130.35,15371.8,15130.35,15344.0,19840589,1410.06
09-Oct-2014,15434.35,15795.65,15434.35,15741.2,27780819,1784.65
10-Oct-2014,15603.45,15628.75,15439.35,15453.8,24179823,1362.02
13-Oct-2014,15360.7,15705.7,15301.65,15677.5,26082820,1597.67
14-Oct-2014,15790.95,15843.7,15560.25,15751.55,32225926,1864.61
16-Oct-2014,15690.35,15836.15,15477.05,15541.6,30855086,2004.6
17-Oct-2014,15617.35,15973.5,15603.45,15929.8,31311659,1962.83
20-Oct-2014,16259.7,16297.25,16157.05,16216.6,32100648,2135.01
21-Oct-2014,16281.95,16452.85,16269.0,16427.25,37131786,2498.99
22-Oct-2014,16570.4,16572.5,16365.6,16444.7,22170074,1623.45
23-Oct-2014,16508.4,16524.9,16444.05,16470.05,2960759,209.33
27-Oct-2014,16538.9,16664.3,16470.85,16556.6,22942944,1637.58
28-Oct-2014,16607.5,16702.3,16607.5,16667.0,18058541,1600.86
29-Oct-2014,16770.2,16770.2,16596.25,16634.05,19023898,1619.2
30-Oct-2014,16606.5,16776.35,16561.35,16760.05,32012908,2565.48
31-Oct-2014,16812.45,17060.15,16783.65,17045.05,30066791,2379.73
03-Nov-2014,17087.0,17168.4,16934.85,17134.1,27947948,1997.6
05-Nov-2014,17201.45,17425.2,17157.8,17352.95,26884330,2313.87
07-Nov-2014,17366.85,17383.6,17202.2,17347.05,27539546,2078.62
10-Nov-2014,17364.65,17412.0,17203.0,17262.4,18619468,1436.89
11-Nov-2014,17266.25,17434.15,17220.45,17390.2,22486483,1805.57
12-Nov-2014,17461.45,17635.9,17453.45,17587.05,27093290,2126.71
13-Nov-2014,17645.3,17651.0,17389.65,17453.0,23662826,2014.64
14-Nov-2014,17460.55,17601.15,17410.5,17576.8,27021001,2714.55
17-Nov-2014,17571.7,17676.6,17469.25,17640.4,26928513,2918.64
18-Nov-2014,17672.85,17750.25,17601.15,17702.55,24168195,2396.84
19-Nov-2014,17739.2,17745.7,17557.1,17585.65,19839984,1807.93
20-Nov-2014,17649.35,17681.8,17546.7,17645.05,38059457,1934.7
21-Nov-2014,17767.75,18139.95,17716.65,18056.3,56331995,3290.41
24-Nov-2014,18128.6,18313.1,18119.65,18281.95,40439295,2126.39
25-Nov-2014,18261.95,18261.95,17992.5,18037.05,57611224,2730.78
26-Nov-2014,17914.35,18128.15,17890.85,17975.95,32391132,1895.92
27-Nov-2014,17988.7,18054.65,17898.4,18022.5,44024254,2487.49
28-Nov-2014,18082.4,18615.4,18082.4,18513.15,67159535,3499.68
01-Dec-2014,18586.95,18676.1,18497.0,18525.3,43682395,2499.43
02-Dec-2014,18434.75,18601.85,18301.0,18555.85,54738132,2782.67
03-Dec-2014,18549.75,18723.65,18518.0,18645.85,44130903,2368.4
04-Dec-2014,18758.8,18793.15,18575.35,18782.85,46278757,2056.97
05-Dec-2014,18827.6,18875.45,18706.25,18756.75,41358139,1933.54
08-Dec-2014,18804.95,18804.95,18486.55,18510.05,32475946,1507.98
09-Dec-2014,18499.95,18585.35,18248.1,18290.65,39683603,1710.9
10-Dec-2014,18183.1,18532.9,18183.1,18462.95,47192327,2061.36
11-Dec-2014,18427.5,18529.65,18218.4,18405.0,45844918,2034.58
12-Dec-2014,18413.7,18501.75,18236.55,18299.75,38148580,1651.16
15-Dec-2014,18176.7,18470.05,18157.25,18372.65,41440078,1897.66
16-Dec-2014,18249.0,18308.95,17776.35,17830.55,63860864,2635.91
17-Dec-2014,17762.25,18051.85,17502.45,17865.75,81367367,3305.99
18-Dec-2014,18238.0,18356.3,18109.35,18326.6,56245826,2226.37
19-Dec-2014,18545.7,18563.6,18413.75,18478.9,63612345,2565.23
22-Dec-2014,18562.35,18801.15,18424.0,18747.35,39132217,1620.88
23-Dec-2014,18746.8,18923.6,18558.5,18603.75,41066755,1733.21
24-Dec-2014,18582.75,18709.15,18493.3,18535.35,54661971,2308.86
26-Dec-2014,18602.55,18681.75,18448.6,18557.2,29898270,1165.86
29-Dec-2014,18589.6,18700.7,18501.05,18528.35,26414596,1065.86
30-Dec-2014,18573.25,18671.95,18428.1,18647.55,33793298,1442.86
31-Dec-2014,18659.6,18774.2,18659.6,18736.65,27006490,1196.26
01-Jan-2015,18728.2,18781.55,18638.85,18750.45,20469847,810.17
02-Jan-2015,18752.2,19118.85,18752.2,19057.8,41288039,1713.48
05-Jan-2015,19155.2,19166.0,18987.7,19017.4,36318747,1497.4
06-Jan-2015,18874.6,18874.6,18388.35,18430.75,52069776,2124.64
07-Jan-2015,18382.55,18482.05,18211.5,18304.25,58241387,2341.58
08-Jan-2015,18587.1,18752.3,18486.2,18701.4,47744703,2208.7
09-Jan-2015,18845.9,18864.0,18479.65,18637.25,51848548,2360.78
12-Jan-2015,18632.0,18822.05,18530.1,18795.85,35089936,1429.2
13-Jan-2015,18889.0,18920.65,18642.8,18707.2,44597947,2054.14
14-Jan-2015,18670.4,18769.65,18517.9,18603.8,41590949,1849.89
15-Jan-2015,19340.45,19410.4,19061.35,19235.65,86507935,3633.25
16-Jan-2015,19274.15,19275.8,19108.35,19223.15,64054519,2727.26
19-Jan-2015,19345.65,19434.2,19299.1,19406.05,43457730,1841.28
20-Jan-2015,19446.8,19808.25,19446.8,19767.05,53748223,2506.48
21-Jan-2015,19811.85,19964.95,19803.15,19843.25,70754102,3107.26
22-Jan-2015,19898.5,19964.25,19788.7,19917.65,48970464,2088.71
23-Jan-2015,20133.85,20167.65,19967.35,20072.7,60572191,2518.75
27-Jan-2015,20179.8,20609.25,20098.25,20555.25,54239370,2361.39
28-Jan-2015,20507.5,20907.55,20435.0,20491.75,67840741,3129.13
29-Jan-2015,20475.7,20579.0,20338.95,20528.6,74660443,3311.8
30-Jan-2015,20600.65,20600.65,19732.45,19843.75,120252455,4112.58
02-Feb-2015,19778.95,19991.4,19564.5,19865.9,90687967,3676.27
03-Feb-2015,19941.7,19963.7,19303.5,19382.95,107824150,3966.45
04-Feb-2015,19423.25,19423.25,19113.35,19174.0,81360048,3179.43
05-Feb-2015,19170.15,19444.65,18977.9,19051.9,70976148,2647.49
06-Feb-2015,19066.25,19119.7,18740.35,18786.7,72602607,2547.37
09-Feb-2015,18650.0,18667.05,18379.6,18403.85,60429342,2079.53
10-Feb-2015,18242.95,18933.7,18226.9,18752.5,95139429,3524.0
11-Feb-2015,18890.75,19051.8,18890.75,18940.8,56943797,2057.01
12-Feb-2015,19073.45,19176.8,18739.85,19128.6,71078575,2479.52
13-Feb-2015,19284.3,19441.0,19164.25,19369.7,114369392,3822.34
16-Feb-2015,19518.85,19532.7,19127.15,19189.95,57732371,2122.5
18-Feb-2015,19226.4,19389.8,19171.9,19296.5,46736878,1740.35
19-Feb-2015,19296.15,19377.45,18876.25,19188.3,53870593,1956.43
20-Feb-2015,19157.3,19307.8,18882.25,19073.55,63838362,2321.42
23-Feb-2015,19199.15,19219.75,18835.35,18913.4,51088766,2071.28
24-Feb-2015,18940.45,19022.15,18737.75,18883.8,59152218,2395.76
25-Feb-2015,18969.2,19069.15,18700.2,18733.05,54229904,2122.15
26-Feb-2015,18781.4,18795.1,18489.6,18538.1,76878910,2894.35
27-Feb-2015,18659.65,19114.45,18654.85,19074.55,69819276,2581.78
28-Feb-2015,19306.5,19776.9,19023.55,19691.2,100390043,4013.78
02-Mar-2015,19954.5,20065.5,19750.85,20008.1,76974161,3513.38
03-Mar-2015,20043.4,20043.4,19821.55,19961.2,58340797,2359.94
04-Mar-2015,20541.65,20541.65,19555.1,19643.9,118684182,4758.11
05-Mar-2015,19605.6,19830.35,19398.75,19748.0,59875106,2436.46
09-Mar-2015,19545.25,19545.25,19112.65,19145.55,53042357,2049.83
10-Mar-2015,19170.3,19271.8,18915.1,19054.4,57599232,2164.93
11-Mar-2015,19050.3,19181.8,18917.9,19044.0,55360126,2007.31
12-Mar-2015,19201.1,19255.9,19095.3,19141.85,41367973,1616.17
13-Mar-2015,19359.75,19376.85,18737.35,18779.8,54939717,2009.37
16-Mar-2015,18786.65,18912.85,18688.0,18837.35,48153899,1879.14
17-Mar-2015,18961.3,19121.85,18781.5,19058.25,47743992,1758.87
18-Mar-2015,19080.25,19234.4,18937.25,19147.25,59060854,2112.6
19-Mar-2015,19345.7,19373.45,18739.85,18811.15,51683013,2152.84
20-Mar-2015,18778.8,18782.95,18541.5,18606.35,62962667,2394.26
23-Mar-2015,18695.05,18696.7,18409.9,18449.0,42987120,1577.49
24-Mar-2015,18348.35,18546.25,18289.75,18331.45,62690934,2321.27
25-Mar-2015,18364.3,18433.0,18271.6,18310.1,53985052,2021.21
26-Mar-2015,18138.8,18224.1,17729.1,17831.65,104061184,4444.31
27-Mar-2015,18013.65,18092.4,17719.35,18044.8,79498523,2881.25
30-Mar-2015,18160.2,18393.25,18089.45,18361.8,50868224,1892.47
31-Mar-2015,18424.1,18494.35,18158.55,18206.65,57948741,2023.51
01-Apr-2015,18204.55,18668.85,18131.4,18617.85,45673069,1589.69
06-Apr-2015,18702.6,18702.6,18455.2,18605.45,47587506,1778.08
07-Apr-2015,18666.6,18669.6,18351.8,18469.3,53179556,2022.51
08-Apr-2015,18559.55,18595.6,18381.55,18416.6,45753359,1657.73
09-Apr-2015,18523.35,18894.75,18401.45,18875.85,72684119,2674.77
10-Apr-2015,18869.85,18896.5,18724.95,18800.85,54223553,1938.29
13-Apr-2015,18842.25,18890.65,18708.3,18798.25,43773210,1619.82
15-Apr-2015,18848.65,19038.5,18615.85,18716.3,66391246,2650.82
16-Apr-2015,18731.65,18731.65,18504.7,18637.05,55609375,2228.76
17-Apr-2015,18618.5,18625.75,18321.75,18345.55,57298263,2242.75
20-Apr-2015,18386.25,18500.3,17984.65,18112.75,57294278,2301.6
21-Apr-2015,18102.3,18328.35,18036.9,18105.75,53177130,2098.63
22-Apr-2015,18196.85,18297.2,17798.65,18243.7,61974250,2452.83
23-Apr-2015,18350.35,18433.8,18143.75,18245.6,56980744,2726.39
24-Apr-2015,18290.75,18290.75,17916.8,18001.9,52289660,2100.28
27-Apr-2015,18063.6,18075.7,17738.9,17767.6,66541958,2360.94
28-Apr-2015,17766.55,18320.1,17766.55,18246.25,77448235,2907.93
29-Apr-2015,18255.8,18431.9,18202.4,18302.65,60010265,2353.96
30-Apr-2015,18318.85,18430.05,18163.9,18338.1,92163016,3863.55
04-May-2015,18417.5,18586.3,18350.95,18501.3,38833685,1454.35
05-May-2015,18500.0,18563.05,18396.8,18471.45,39419171,1844.4
06-May-2015,18436.9,18580.1,17757.7,17799.55,66730522,2647.06
07-May-2015,17751.4,17751.4,17246.55,17376.9,60253207,2309.36
08-May-2015,17600.25,17907.5,17600.25,17796.6,88963421,2861.54
11-May-2015,17921.15,18240.65,17841.75,18199.75,108498669,2834.03
12-May-2015,18193.55,18193.55,17597.75,17628.65,69364982,2206.9
13-May-2015,17779.25,18127.8,17650.35,18097.45,63573496,2280.41
14-May-2015,18071.0,18156.95,17806.1,18116.2,54448233,1859.95
15-May-2015,18178.4,18260.3,18108.55,18183.15,63070882,2270.96
18-May-2015,18274.6,18439.7,18213.75,18422.95,46167235,1640.83
19-May-2015,18364.9,18556.05,18296.75,18380.4,54669360,1979.4
20-May-2015,18432.6,18619.6,18432.6,18555.15,42764836,1538.13
21-May-2015,18593.85,18603.8,18398.65,18513.15,51708394,1736.47
22-May-2015,18560.85,18755.45,18354.55,18433.3,110163572,3388.67
25-May-2015,18405.05,18475.55,18302.5,18324.85,52100958,1703.7
26-May-2015,18339.1,18378.2,18226.0,18329.3,35176215,1219.4
27-May-2015,18299.65,18561.5,18236.25,18538.85,47772490,1601.13
28-May-2015,18562.75,18639.65,18381.75,18449.2,78588818,2738.15
29-May-2015,18486.4,18751.2,18461.45,18721.35,58085375,2009.08
01-Jun-2015,18721.15,18832.5,18598.7,18617.0,35755937,1352.68
02-Jun-2015,18656.05,18656.05,17932.3,17977.3,66799306,2331.6
03-Jun-2015,17978.15,17978.15,17567.2,17721.4,73475921,2506.46
04-Jun-2015,17757.35,17777.9,17469.65,17719.2,68045447,2316.6
05-Jun-2015,17679.9,17786.5,17506.25,17549.25,59916302,2135.17
08-Jun-2015,17542.5,17561.4,17358.45,17432.6,61733263,2014.79
09-Jun-2015,17413.45,17560.5,17392.95,17489.9,57344058,1928.03
10-Jun-2015,17485.9,17782.0,17485.9,17707.25,49732467,1851.67
11-Jun-2015,17819.6,17821.9,17264.2,17304.4,75497870,2598.88
12-Jun-2015,17298.45,17551.35,17174.7,17523.55,56900277,1978.75
15-Jun-2015,17499.35,17579.0,17366.15,17458.7,51230225,1787.9
16-Jun-2015,17368.45,17651.9,17293.45,17602.45,47541970,1693.78
